,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
5140,Barclay St & Church St,40.71291224,-74.01020234,American (New),Manhatta,4.5,639,28 Liberty St,(212) 230-5788,16,20,36
5141,Barclay St & Church St,40.71291224,-74.01020234,Italian,Gran Morsi,4.5,477,22 Warren St,(212) 577-2725,16,20,36
5142,Barclay St & Church St,40.71291224,-74.01020234,American (New),Marc Forgione,4.5,1006,134 Reade St,(212) 941-9401,16,20,36
5143,Barclay St & Church St,40.71291224,-74.01020234,Italian,Da Claudio,4.0,627,21 Ann St,(212) 285-2668,16,20,36
5144,Barclay St & Church St,40.71291224,-74.01020234,Korean,GunBae Tribeca,4.0,434,67 Murray St,(212) 321-2500,16,20,36
5145,Barclay St & Church St,40.71291224,-74.01020234,Cajun/Creole,1803 Nyc,4.0,791,82 Reade St,(212) 267-3000,16,20,36
5146,Barclay St & Church St,40.71291224,-74.01020234,Indian,Benares,4.0,650,45 Murray St,(212) 766-4900,16,20,36
5147,Barclay St & Church St,40.71291224,-74.01020234,American (New),Monk Mcginn's,4.5,137,57 Murray St,(917) 265-8961,16,20,36
5148,Barclay St & Church St,40.71291224,-74.01020234,Laotian,Khe-Yo,4.0,958,157 Duane St,(212) 587-1089,16,20,36
5149,Barclay St & Church St,40.71291224,-74.01020234,Steakhouses,CUT New York,4.0,218,99 Church St,(646) 880-1995,16,20,36
5150,Barclay St & Church St,40.71291224,-74.01020234,Tacos,Los Tacos No. 1,4.5,403,136 Church St,(646) 880-1995,16,20,36
5151,Barclay St & Church St,40.71291224,-74.01020234,Gastropubs,The Malt House,4.0,619,9 Maiden Ln,(646) 682-7577,16,20,36
5152,Barclay St & Church St,40.71291224,-74.01020234,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429,16,20,36
5153,Barclay St & Church St,40.71291224,-74.01020234,Sushi Bars,Ito,5.0,28,75 Barclay St,(646) 350-2429,16,20,36
5154,Barclay St & Church St,40.71291224,-74.01020234,American (New),Crown Shy,4.0,557,70 Pine St,(212) 517-1932,16,20,36
5155,Barclay St & Church St,40.71291224,-74.01020234,Pubs,Carragher's Pub & Restaurant,4.0,254,17 JOHN ST,(646) 370-1545,16,20,36
5156,Barclay St & Church St,40.71291224,-74.01020234,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600,16,20,36
5157,Barclay St & Church St,40.71291224,-74.01020234,Cafes,La Parisienne,4.5,843,9 Maiden Ln,(646) 756-4911,16,20,36
5158,Barclay St & Church St,40.71291224,-74.01020234,Bakeries,Takahachi Bakery,4.0,1030,25 Murray St,(212) 791-5550,16,20,36
5159,Barclay St & Church St,40.71291224,-74.01020234,Indian,Aahar Indian Cuisine,4.5,440,10 Murray St,(646) 649-3374,16,20,36
5160,E 6 St & Avenue D,40.72228087,-73.97668709,Southern,Bobwhite Counter,4.5,912,94 Ave C,(646) 760-7786,3,40,43
5161,E 6 St & Avenue D,40.72228087,-73.97668709,Korean,Thursday Kitchen,4.5,1767,424 E 9th St,(646) 760-7786,3,40,43
5162,E 6 St & Avenue D,40.72228087,-73.97668709,Cocktail Bars,The Wayland,4.5,540,700 E 9th St,(212) 777-7022,3,40,43
5163,E 6 St & Avenue D,40.72228087,-73.97668709,Thai,LoveMama,4.5,6513,174 2nd Ave,(212) 254-5370,3,40,43
5164,E 6 St & Avenue D,40.72228087,-73.97668709,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2074,95 1st Ave,(646) 791-5400,3,40,43
5165,E 6 St & Avenue D,40.72228087,-73.97668709,Korean,Mokyo,4.5,337,109 St Marks Pl,(646) 791-5400,3,40,43
5166,E 6 St & Avenue D,40.72228087,-73.97668709,Vietnamese,Hanoi House,4.5,727,119 Saint Marks Pl,(212) 995-5010,3,40,43
5167,E 6 St & Avenue D,40.72228087,-73.97668709,Seafood,Ama Raw Bar - East Village,4.5,183,190 Avenue B,(212) 845-9896,3,40,43
5168,E 6 St & Avenue D,40.72228087,-73.97668709,American (New),Noreetuh,4.5,609,128 1st Ave,(646) 892-3050,3,40,43
5169,E 6 St & Avenue D,40.72228087,-73.97668709,Latin American,Casa Adela,4.0,600,66 Loisaida Avenue,(212) 473-1882,3,40,43
5170,E 6 St & Avenue D,40.72228087,-73.97668709,Korean,Nowon East Village ,4.5,291,507 East 6th St,(646) 692-3867,3,40,43
5171,E 6 St & Avenue D,40.72228087,-73.97668709,Modern European,Kafana,4.0,444,116 Ave C,(212) 353-8000,3,40,43
5172,E 6 St & Avenue D,40.72228087,-73.97668709,American (New),Tuome,4.5,667,536 E 5th St,(646) 833-7811,3,40,43
5173,E 6 St & Avenue D,40.72228087,-73.97668709,Japanese,Secchu Yokota,5.0,151,199 E 3rd St,(646) 833-7811,3,40,43
5174,E 6 St & Avenue D,40.72228087,-73.97668709,Japanese,Benemon,4.5,710,108 E 4th St,(212) 614-3006,3,40,43
5175,E 6 St & Avenue D,40.72228087,-73.97668709,French,PMF Pardon My French,4.0,1126,103 Ave B,(212) 358-9683,3,40,43
5176,E 6 St & Avenue D,40.72228087,-73.97668709,Cocktail Bars,Antidote,4.5,389,66 S 2nd St,(718) 782-2585,3,40,43
5177,E 6 St & Avenue D,40.72228087,-73.97668709,Cocktail Bars,The Summit Bar,4.5,407,133 Avenue C,(347) 465-7911,3,40,43
5178,E 6 St & Avenue D,40.72228087,-73.97668709,Bakeries,Clinton Street Baking Company,4.0,5767,4 Clinton St,(646) 602-6263,3,40,43
5179,E 6 St & Avenue D,40.72228087,-73.97668709,Bars,FERNS,4.5,249,166 1st Ave,(646) 998-5034,3,40,43
5180,Forsyth St & Canal St,40.7158155,-73.99422366,Shanghainese,Joe's Shanghai,4.0,7216,46 Bowery St,(212) 233-8888,13,11,24
5181,Forsyth St & Canal St,40.7158155,-73.99422366,Thai,Wayla,4.5,645,100 Forsyth St,(212) 206-2500,13,11,24
5182,Forsyth St & Canal St,40.7158155,-73.99422366,Chinese,99 Favor Taste - New York,4.0,2143,285 Grand St,(646) 682-9162,13,11,24
5183,Forsyth St & Canal St,40.7158155,-73.99422366,Ramen,Shinka Ramen & Sake Bar,4.0,435,93 Bowery St,(212) 343-8111,13,11,24
5184,Forsyth St & Canal St,40.7158155,-73.99422366,Korean,Tofu Tofu,4.5,507,96 Bowery,(917) 442-5001,13,11,24
5185,Forsyth St & Canal St,40.7158155,-73.99422366,Chinese,Super Taste,4.0,766,26 Eldridge St,(646) 283-0999,13,11,24
5186,Forsyth St & Canal St,40.7158155,-73.99422366,Hot Pot,Da Long Yi Hot Pot,4.5,583,159 Canal St,(917) 889-5539,13,11,24
5187,Forsyth St & Canal St,40.7158155,-73.99422366,Greek,Kiki's,4.0,831,130 Division St,(646) 882-7052,13,11,24
5188,Forsyth St & Canal St,40.7158155,-73.99422366,Pizza,Scarr's Pizza,4.0,824,35 Orchard St,(212) 334-3481,13,11,24
5189,Forsyth St & Canal St,40.7158155,-73.99422366,Diners,Golden Diner,4.5,429,123 Madison St,(917) 472-7800,13,11,24
5190,Forsyth St & Canal St,40.7158155,-73.99422366,Italian,Gelso & Grand,4.5,1442,186 Grand St,(212) 226-1600,13,11,24
5191,Forsyth St & Canal St,40.7158155,-73.99422366,Shanghainese,Jiang Nan,4.0,94,103 Bowery,(212) 775-8998,13,11,24
5192,Forsyth St & Canal St,40.7158155,-73.99422366,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452,13,11,24
5193,Forsyth St & Canal St,40.7158155,-73.99422366,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763,13,11,24
5194,Forsyth St & Canal St,40.7158155,-73.99422366,Mexican,Mictlan Mexico,4.5,43,17 Orchard St,(917) 409-5553,13,11,24
5195,Forsyth St & Canal St,40.7158155,-73.99422366,Ramen,Zest Ramen,4.5,332,112 Eldridge St,(212) 226-2801,13,11,24
5196,Forsyth St & Canal St,40.7158155,-73.99422366,Mexican,Jajaja Mexicana,4.5,1200,162 E Broadway,(646) 883-5453,13,11,24
5197,Forsyth St & Canal St,40.7158155,-73.99422366,Sushi Bars,Shinsen,4.0,320,44 Bowery,(347) 688-5404,13,11,24
5198,Forsyth St & Canal St,40.7158155,-73.99422366,Jazz & Blues,Bar Belly,4.0,226,14 B Orchard St,(917) 488-0943,13,11,24
5199,Forsyth St & Canal St,40.7158155,-73.99422366,Italian,Rubirosa,4.5,3130,235 Mulberry St,(212) 965-0500,13,11,24
5200,Pacific St & Nevins St,40.6853761,-73.98302136,Pubs,Hollow Nickel,4.0,248,494 Atlantic Ave,(347) 236-3417,6,12,18
5201,Pacific St & Nevins St,40.6853761,-73.98302136,French,Bacchus Bistro & Wine Bar,4.0,553,409-411 Atlantic Ave,(718) 852-1572,6,12,18
5202,Pacific St & Nevins St,40.6853761,-73.98302136,Tapas/Small Plates,The Little Pig,4.5,13,497 Atlantic Ave,(718) 954-9901,6,12,18
5203,Pacific St & Nevins St,40.6853761,-73.98302136,Italian,Rucola,4.0,561,190 Dean St,(718) 576-3209,6,12,18
5204,Pacific St & Nevins St,40.6853761,-73.98302136,Cajun/Creole,Claw Daddy's,4.0,636,31 3rd Ave,(347) 318-8893,6,12,18
5205,Pacific St & Nevins St,40.6853761,-73.98302136,Sushi Bars,Taiki,4.5,96,134 Nevins St,(929) 356-4826,6,12,18
5206,Pacific St & Nevins St,40.6853761,-73.98302136,Vietnamese,5ive Spice,4.5,950,52 5th Ave,(718) 857-3483,6,12,18
5207,Pacific St & Nevins St,40.6853761,-73.98302136,Mexican,Las Santas,4.0,335,572 Fulton St,(718) 222-5919,6,12,18
5208,Pacific St & Nevins St,40.6853761,-73.98302136,Mediterranean,Miss Ada,4.5,462,184 Dekalb Ave,(718) 222-5919,6,12,18
5209,Pacific St & Nevins St,40.6853761,-73.98302136,Lounges,Loreto Italian Kitchen & Bar,4.5,111,280 Ashland Pl,(718) 554-1121,6,12,18
5210,Pacific St & Nevins St,40.6853761,-73.98302136,Middle Eastern,Bedouin Tent,4.0,680,405 Atlantic Ave,(718) 852-5555,6,12,18
5211,Pacific St & Nevins St,40.6853761,-73.98302136,Korean,Kuun,4.5,238,290 Livingston St,(917) 909-1466,6,12,18
5212,Pacific St & Nevins St,40.6853761,-73.98302136,Bars,Someday Bar,4.0,85,364 Atlantic Ave,(929) 480-8454,6,12,18
5213,Pacific St & Nevins St,40.6853761,-73.98302136,French,French Louie,4.0,466,320 Atlantic Ave,(718) 935-1200,6,12,18
5214,Pacific St & Nevins St,40.6853761,-73.98302136,American (New),Bijan's,4.0,663,81 Hoyt St,(718) 855-5574,6,12,18
5215,Pacific St & Nevins St,40.6853761,-73.98302136,Pizza,Sottocasa Pizzeria,4.5,721,298 Atlantic Ave,(718) 852-8758,6,12,18
5216,Pacific St & Nevins St,40.6853761,-73.98302136,Pizza,Patsy's Pizzeria,4.5,624,450 Dean St,(718) 622-2268,6,12,18
5217,Pacific St & Nevins St,40.6853761,-73.98302136,American (New),Boutros,4.5,197,185 Atlantic Ave,(718) 403-0055,6,12,18
5218,Pacific St & Nevins St,40.6853761,-73.98302136,Sushi Bars,Sushi Lin Brooklyn,4.5,341,335 Flatbush Ave,(347) 627-6027,6,12,18
5219,Pacific St & Nevins St,40.6853761,-73.98302136,French,Levant on Smith,4.5,80,223 Smith St,(347) 689-3694,6,12,18
5220,Front St & Gold St,40.70224,-73.982578,Bars,Vinegar Hill House,3.5,713,72 Hudson Ave,(718) 522-1018,31,2,33
5221,Front St & Gold St,40.70224,-73.982578,Pizza,Juliana's,4.5,2678,19 Old Fulton St,(718) 596-6700,31,2,33
5222,Front St & Gold St,40.70224,-73.982578,Mediterranean,Celestine,4.0,292,1 John St,(718) 522-5356,31,2,33
5223,Front St & Gold St,40.70224,-73.982578,Mediterranean,Westville,4.0,405,81 Washington St,(718) 618-5699,31,2,33
5224,Front St & Gold St,40.70224,-73.982578,Italian,AlMar,4.0,496,111 Front St,(718) 855-5288,31,2,33
5225,Front St & Gold St,40.70224,-73.982578,Vietnamese,Em Vietnamese Bistro,4.5,159,57 Front St,(718) 875-7888,31,2,33
5226,Front St & Gold St,40.70224,-73.982578,Italian,Noodle Pudding,4.0,618,38 Henry St,(718) 625-3737,31,2,33
5227,Front St & Gold St,40.70224,-73.982578,Comfort Food,Jacob's Pickles Time Out Market,4.5,104,55 Water St,(212) 470-5566,31,2,33
5228,Front St & Gold St,40.70224,-73.982578,Dim Sum,Din Soup Dumplings,4.5,199,162 Montague St,(718) 550-3888,31,2,33
5229,Front St & Gold St,40.70224,-73.982578,Coffee & Tea,Bread & Spread,4.5,213,151 Front St,(718) 625-2220,31,2,33
5230,Front St & Gold St,40.70224,-73.982578,American (New),Henry's End,4.0,386,72 Henry St,(718) 834-1776,31,2,33
5231,Front St & Gold St,40.70224,-73.982578,Cocktail Bars,The Binc,4.5,97,60 Henry St,(718) 624-1444,31,2,33
5232,Front St & Gold St,40.70224,-73.982578,Brewpubs,Randolph Beer,3.5,155,82 Prospect St,(347) 280-3071,31,2,33
5233,Front St & Gold St,40.70224,-73.982578,Bars,Superfine,3.5,533,126 Front St,(718) 243-9005,31,2,33
5234,Front St & Gold St,40.70224,-73.982578,Peruvian,Pollo D' Oro,4.0,340,306 Gold St,(718) 855-8088,31,2,33
5235,Front St & Gold St,40.70224,-73.982578,Food Court,Time Out Market New York,4.0,515,55 Water St,(917) 810-4855,31,2,33
5236,Front St & Gold St,40.70224,-73.982578,American (Traditional),Amarachi,3.5,498,189 Bridge St,(718) 222-1010,31,2,33
5237,Front St & Gold St,40.70224,-73.982578,Sushi Bars,Sushi Gallery,4.5,149,71 Clark St,(718) 222-0308,31,2,33
5238,Front St & Gold St,40.70224,-73.982578,Coffee & Tea,Vineapple Cafe,4.5,146,71 Pineapple St,(347) 799-1035,31,2,33
5239,Front St & Gold St,40.70224,-73.982578,Mexican,Pedro's Mexican Bar & Restaurant,2.5,539,73 Jay St,(718) 797-2851,31,2,33
5240,Fulton St & Broadway,40.711066,-74.009447,Italian,Da Claudio,4.0,627,21 Ann St,(212) 285-2668,14,32,46
5241,Fulton St & Broadway,40.711066,-74.009447,Japanese,Nobu Downtown,3.5,597,195 Broadway,(212) 219-0500,14,32,46
5242,Fulton St & Broadway,40.711066,-74.009447,American (New),Manhatta,4.5,639,28 Liberty St,(212) 230-5788,14,32,46
5243,Fulton St & Broadway,40.711066,-74.009447,Gastropubs,The Malt House,4.0,619,9 Maiden Ln,(646) 682-7577,14,32,46
5244,Fulton St & Broadway,40.711066,-74.009447,Cafes,La Parisienne,4.5,843,9 Maiden Ln,(646) 756-4911,14,32,46
5245,Fulton St & Broadway,40.711066,-74.009447,Ramen,Kuu Ramen,4.0,833,20 John St,(212) 571-7177,14,32,46
5246,Fulton St & Broadway,40.711066,-74.009447,Grocery,Eataly NYC Downtown,3.5,1248,101 Liberty St,(212) 897-2895,14,32,46
5247,Fulton St & Broadway,40.711066,-74.009447,Pubs,Carragher's Pub & Restaurant,4.0,254,17 JOHN ST,(646) 370-1545,14,32,46
5248,Fulton St & Broadway,40.711066,-74.009447,Italian,Gran Morsi,4.5,477,22 Warren St,(212) 577-2725,14,32,46
5249,Fulton St & Broadway,40.711066,-74.009447,American (New),Marc Forgione,4.5,1006,134 Reade St,(212) 941-9401,14,32,46
5250,Fulton St & Broadway,40.711066,-74.009447,Steakhouses,CUT New York,4.0,218,99 Church St,(646) 880-1995,14,32,46
5251,Fulton St & Broadway,40.711066,-74.009447,American (New),Crown Shy,4.0,557,70 Pine St,(212) 517-1932,14,32,46
5252,Fulton St & Broadway,40.711066,-74.009447,Dim Sum,Brooklyn Chop House,4.0,945,150 Nassau St,(212) 619-1200,14,32,46
5253,Fulton St & Broadway,40.711066,-74.009447,Pizza,Joe's Pizza,4.0,500,124 Fulton St,(212) 267-0860,14,32,46
5254,Fulton St & Broadway,40.711066,-74.009447,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600,14,32,46
5255,Fulton St & Broadway,40.711066,-74.009447,Bars,Trinity Place,4.0,421,115 Broadway,(212) 964-0939,14,32,46
5256,Fulton St & Broadway,40.711066,-74.009447,Burgers,Au Cheval,4.5,846,33 Cortlandt Aly,(646) 350-2429,14,32,46
5257,Fulton St & Broadway,40.711066,-74.009447,Seafood,The Capital Grille,4.0,656,120 Broadway,(212) 374-1811,14,32,46
5258,Fulton St & Broadway,40.711066,-74.009447,Vegetarian,Nish Nush,4.5,380,41 John St,(212) 577-6474,14,32,46
5259,Fulton St & Broadway,40.711066,-74.009447,Indian,Benares,4.0,650,45 Murray St,(212) 766-4900,14,32,46
5260,Washington Ave & Park Ave,40.69610226,-73.96751037,Italian,Osteria Brooklyn,4.5,233,458 Myrtle Ave,(646) 750-9156,47,3,50
5261,Washington Ave & Park Ave,40.69610226,-73.96751037,Gastropubs,Putnam's Pub & Cooker,4.0,506,419 Myrtle Ave,(347) 799-2382,47,3,50
5262,Washington Ave & Park Ave,40.69610226,-73.96751037,Pizza,Il Porto,4.0,392,37 Washington Ave,(718) 624-0954,47,3,50
5263,Washington Ave & Park Ave,40.69610226,-73.96751037,Cajun/Creole,Soco,4.0,2360,509 Myrtle Ave,(718) 783-1936,47,3,50
5264,Washington Ave & Park Ave,40.69610226,-73.96751037,Mediterranean,Miss Ada,4.5,462,184 Dekalb Ave,(718) 783-1936,47,3,50
5265,Washington Ave & Park Ave,40.69610226,-73.96751037,Thai,Thai Holic,4.5,547,372 Myrtle Ave,(718) 222-9992,47,3,50
5266,Washington Ave & Park Ave,40.69610226,-73.96751037,Italian,Evelina,4.5,356,211 Dekalb Ave,(929) 298-0209,47,3,50
5267,Washington Ave & Park Ave,40.69610226,-73.96751037,Thai,Glin Thai Bistro,5.0,91,330 Myrtle Ave,(347) 987-4100,47,3,50
5268,Washington Ave & Park Ave,40.69610226,-73.96751037,Bars,LaRina Pastificio & Vino,4.0,227,387 Myrtle Ave,(718) 852-0001,47,3,50
5269,Washington Ave & Park Ave,40.69610226,-73.96751037,Sushi Bars,U-gu,4.5,190,541 Myrtle Ave,(718) 857-0222,47,3,50
5270,Washington Ave & Park Ave,40.69610226,-73.96751037,Caribbean,Imani,4.0,842,271 Adelphi St,(718) 923-0100,47,3,50
5271,Washington Ave & Park Ave,40.69610226,-73.96751037,Indian,Spice & Grill,4.0,176,441 Myrtle Ave,(718) 875-2525,47,3,50
5272,Washington Ave & Park Ave,40.69610226,-73.96751037,Patisserie/Cake Shop,Le Petit Monstre,4.5,55,82 Washington Ave,(718) 875-2525,47,3,50
5273,Washington Ave & Park Ave,40.69610226,-73.96751037,Sushi Bars,66S Fusion,4.0,207,130 Flushing Ave,(718) 222-0050,47,3,50
5274,Washington Ave & Park Ave,40.69610226,-73.96751037,Seafood,Peaches Grand,4.0,395,285 Grand Ave,(718) 638-9500,47,3,50
5275,Washington Ave & Park Ave,40.69610226,-73.96751037,American (New),Walter's,4.0,630,166 DeKalb Ave,(718) 488-7800,47,3,50
5276,Washington Ave & Park Ave,40.69610226,-73.96751037,Middle Eastern,Holy Pita,5.0,88,10 Clermont Ave,(929) 298-0024,47,3,50
5277,Washington Ave & Park Ave,40.69610226,-73.96751037,Cajun/Creole,Cap't Loui,4.0,88,413 Myrtle Ave,(347) 844-9920,47,3,50
5278,Washington Ave & Park Ave,40.69610226,-73.96751037,American (Traditional),Rustik Tavern,4.0,588,471 Dekalb Ave,(347) 406-9700,47,3,50
5279,Washington Ave & Park Ave,40.69610226,-73.96751037,Latin American,Colonia Verde,4.0,239,219 Dekalb Ave,(347) 689-4287,47,3,50
5280,Allen St & Stanton St,40.722055,-73.989111,Southern,Sweet Chick,4.0,1908,178 Ludlow St,(646) 657-0233,33,11,44
5281,Allen St & Stanton St,40.722055,-73.989111,Pizza,Lil Frankie's,4.0,1474,19 1st Ave,(212) 420-4900,33,11,44
5282,Allen St & Stanton St,40.722055,-73.989111,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452,33,11,44
5283,Allen St & Stanton St,40.722055,-73.989111,French,Dirty French,4.0,739,180 Ludlow St,(212) 254-3000,33,11,44
5284,Allen St & Stanton St,40.722055,-73.989111,Italian,Taverna Di Bacco,4.5,344,175 Ludlow St,(212) 477-0077,33,11,44
5285,Allen St & Stanton St,40.722055,-73.989111,American (New),Sons of Essex,4.0,1322,133 Essex St,(212) 674-7100,33,11,44
5286,Allen St & Stanton St,40.722055,-73.989111,Seafood,Fish Cheeks,4.5,1376,55 Bond St,(212) 677-2223,33,11,44
5287,Allen St & Stanton St,40.722055,-73.989111,Japanese,Benemon,4.5,710,108 E 4th St,(212) 614-3006,33,11,44
5288,Allen St & Stanton St,40.722055,-73.989111,Vietnamese,Saigon Social,4.5,197,172 Orchard St,(646) 609-3202,33,11,44
5289,Allen St & Stanton St,40.722055,-73.989111,Italian,Trapizzino,4.5,313,144 Orchard St,(212) 475-2555,33,11,44
5290,Allen St & Stanton St,40.722055,-73.989111,Japanese,Kaikagetsu NYC,4.5,143,162 Orchard St,(646) 590-3900,33,11,44
5291,Allen St & Stanton St,40.722055,-73.989111,Korean,8282,4.5,172,84 Stanton St,(929) 837-0360,33,11,44
5292,Allen St & Stanton St,40.722055,-73.989111,Cajun/Creole,Claw Daddy's,4.0,1933,185 Orchard St,(646) 590-6816,33,11,44
5293,Allen St & Stanton St,40.722055,-73.989111,Italian,Spaghetti Incident,4.0,655,231 Eldridge St,(646) 896-1446,33,11,44
5294,Allen St & Stanton St,40.722055,-73.989111,Sushi Bars,Takumi Omakase,4.5,167,181 Essex St,(646) 998-3030,33,11,44
5295,Allen St & Stanton St,40.722055,-73.989111,Delis,Katz's Delicatessen,4.0,15142,205 E Houston St,(212) 254-2246,33,11,44
5296,Allen St & Stanton St,40.722055,-73.989111,Italian,Sauce,4.0,930,78 Rivington St,(212) 420-7700,33,11,44
5297,Allen St & Stanton St,40.722055,-73.989111,American (New),Boulton & Watt,4.0,728,5 Ave A,(646) 490-6004,33,11,44
5298,Allen St & Stanton St,40.722055,-73.989111,Gastropubs,Set LES,4.0,564,127 Ludlow St,(212) 982-8225,33,11,44
5299,Allen St & Stanton St,40.722055,-73.989111,Sushi Bars,Blue Ribbon Sushi Izakaya,4.0,574,187 Orchard St,(212) 466-0404,33,11,44
5300,Norfolk St & Broome St,40.7172274,-73.98802084,Mexican,La Contenta,4.5,909,102 Norfolk St,(212) 432-4180,19,23,42
5301,Norfolk St & Broome St,40.7172274,-73.98802084,Indian,Dhamaka,4.0,424,119 Delancey St,(212) 204-8616,19,23,42
5302,Norfolk St & Broome St,40.7172274,-73.98802084,Cafes,Dudley's,4.0,1028,85 Orchard St,(212) 925-7355,19,23,42
5303,Norfolk St & Broome St,40.7172274,-73.98802084,German,Cafe Katja,4.5,837,79 Orchard St,(212) 219-9545,19,23,42
5304,Norfolk St & Broome St,40.7172274,-73.98802084,Cocktail Bars,Double Chicken Please,4.5,497,115 Allen St,(646) 678-5452,19,23,42
5305,Norfolk St & Broome St,40.7172274,-73.98802084,Bars,Excuse My French,4.5,356,96 Orchard St,(212) 780-9600,19,23,42
5306,Norfolk St & Broome St,40.7172274,-73.98802084,Gastropubs,Set LES,4.0,564,127 Ludlow St,(212) 982-8225,19,23,42
5307,Norfolk St & Broome St,40.7172274,-73.98802084,Thai,Wayla,4.5,645,100 Forsyth St,(212) 206-2500,19,23,42
5308,Norfolk St & Broome St,40.7172274,-73.98802084,Szechuan,Ye's Apothecary,4.5,356,119 Orchard St,(212) 206-2500,19,23,42
5309,Norfolk St & Broome St,40.7172274,-73.98802084,Bars,Izakaya Juraku,4.5,203,121 Ludlow St,(212) 477-0100,19,23,42
5310,Norfolk St & Broome St,40.7172274,-73.98802084,Cocktail Bars,Hotel Chantelle,3.5,1497,92 Ludlow St,(212) 254-9100,19,23,42
5311,Norfolk St & Broome St,40.7172274,-73.98802084,Cantonese,Congee Village,3.5,1771,100 Allen St,(212) 941-1818,19,23,42
5312,Norfolk St & Broome St,40.7172274,-73.98802084,Mexican,Barrio Chino,4.0,1178,253 Broome St,(212) 228-6710,19,23,42
5313,Norfolk St & Broome St,40.7172274,-73.98802084,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843,19,23,42
5314,Norfolk St & Broome St,40.7172274,-73.98802084,Japanese,Davelle,4.0,416,102 Suffolk St,(646) 988-1973,19,23,42
5315,Norfolk St & Broome St,40.7172274,-73.98802084,American (New),Sons of Essex,4.0,1322,133 Essex St,(212) 674-7100,19,23,42
5316,Norfolk St & Broome St,40.7172274,-73.98802084,Vietnamese,Ginger and Lemongrass,4.0,577,153 Rivington St,(646) 876-1237,19,23,42
5317,Norfolk St & Broome St,40.7172274,-73.98802084,Ramen,Ramen Ishida,4.5,307,122 Ludlow St,(646) 590-3276,19,23,42
5318,Norfolk St & Broome St,40.7172274,-73.98802084,Filipino,Pig and Khao,4.0,1897,68 Clinton St,(212) 920-4485,19,23,42
5319,Norfolk St & Broome St,40.7172274,-73.98802084,Seafood,Fish Cheeks,4.5,1376,55 Bond St,(212) 677-2223,19,23,42
5320,South St & Gouverneur Ln,40.70355377,-74.00670227,American (Traditional),Industry Kitchen,3.5,924,70 South St,(212) 487-9600,32,10,42
5321,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Crown Shy,4.0,557,70 Pine St,(212) 517-1932,32,10,42
5322,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Manhatta,4.5,639,28 Liberty St,(212) 230-5788,32,10,42
5323,South St & Gouverneur Ln,40.70355377,-74.00670227,Steakhouses,Carne Mare,4.5,224,89 South St,(212) 280-4600,32,10,42
5324,South St & Gouverneur Ln,40.70355377,-74.00670227,Pizza,Adrienne's Pizzabar,4.0,1843,54 Stone St,(212) 248-3838,32,10,42
5325,South St & Gouverneur Ln,40.70355377,-74.00670227,Mediterranean,Westville,4.0,263,110 Wall St,(212) 741-4780,32,10,42
5326,South St & Gouverneur Ln,40.70355377,-74.00670227,Steakhouses,Delmonico's,4.0,1087,56 Beaver St,(212) 509-1144,32,10,42
5327,South St & Gouverneur Ln,40.70355377,-74.00670227,Steakhouses,Harry's,4.0,812,1 Hanover Sq,(212) 785-9200,32,10,42
5328,South St & Gouverneur Ln,40.70355377,-74.00670227,Cocktail Bars,The Dead Rabbit Grocery & Grog,4.0,1891,30 Water St,(917) 540-5228,32,10,42
5329,South St & Gouverneur Ln,40.70355377,-74.00670227,Seafood,Luke's Lobster FiDi,4.5,1260,26 S William St,(212) 747-1700,32,10,42
5330,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Saga,4.5,54,70 Pine St,(212) 339-3963,32,10,42
5331,South St & Gouverneur Ln,40.70355377,-74.00670227,French,La Marchande,4.0,41,88 Wall St,(212) 837-2089,32,10,42
5332,South St & Gouverneur Ln,40.70355377,-74.00670227,Greek,Selene,4.5,31,11 Hanover Sq,(212) 480-2670,32,10,42
5333,South St & Gouverneur Ln,40.70355377,-74.00670227,Wine Bars,Felice 15 Gold,4.0,457,15 Gold St,(212) 785-5950,32,10,42
5334,South St & Gouverneur Ln,40.70355377,-74.00670227,Italian,Antica Ristorante,4.5,561,8 Stone St,(212) 480-3880,32,10,42
5335,South St & Gouverneur Ln,40.70355377,-74.00670227,American (New),Malibu Farm New York,4.0,369,89 South St,(212) 265-3030,32,10,42
5336,South St & Gouverneur Ln,40.70355377,-74.00670227,Mexican,Mad Dog & Beans Mexican Cantina,3.5,1067,83 Pearl St,(212) 269-1177,32,10,42
5337,South St & Gouverneur Ln,40.70355377,-74.00670227,American (Traditional),Fraunces Tavern,3.5,1111,54 Pearl St,(212) 968-1776,32,10,42
